date,county,state,fips,cases,deaths,new cases,new deaths
2020-03-30,Newport News city,Virginia,51700.0,18,1,1,0
2020-03-31,Newport News city,Virginia,51700.0,23,1,5,0
2020-04-01,Newport News city,Virginia,51700.0,29,1,6,0
2020-04-02,Newport News city,Virginia,51700.0,33,1,4,0
2020-04-03,Newport News city,Virginia,51700.0,37,1,4,0
2020-04-04,Newport News city,Virginia,51700.0,48,1,11,0
2020-04-05,Newport News city,Virginia,51700.0,51,1,3,0
2020-04-06,Newport News city,Virginia,51700.0,54,1,3,0
2020-04-07,Newport News city,Virginia,51700.0,57,1,3,0
2020-04-08,Newport News city,Virginia,51700.0,60,1,3,0
2020-04-09,Newport News city,Virginia,51700.0,64,1,4,0
2020-04-10,Newport News city,Virginia,51700.0,68,1,4,0
2020-04-11,Newport News city,Virginia,51700.0,75,1,7,0
2020-04-12,Newport News city,Virginia,51700.0,78,1,3,0
2020-04-13,Newport News city,Virginia,51700.0,88,1,10,0
2020-04-14,Newport News city,Virginia,51700.0,93,1,5,0
2020-04-15,Newport News city,Virginia,51700.0,95,1,2,0
2020-04-16,Newport News city,Virginia,51700.0,97,1,2,0
2020-04-17,Newport News city,Virginia,51700.0,100,1,3,0
2020-04-18,Newport News city,Virginia,51700.0,102,1,2,0
2020-04-19,Newport News city,Virginia,51700.0,101,1,-1,0
2020-04-20,Newport News city,Virginia,51700.0,102,1,1,0
2020-04-21,Newport News city,Virginia,51700.0,101,6,-1,5
2020-04-22,Newport News city,Virginia,51700.0,101,6,0,0
2020-04-23,Newport News city,Virginia,51700.0,105,6,4,0
2020-04-24,Newport News city,Virginia,51700.0,107,6,2,0
2020-04-25,Newport News city,Virginia,51700.0,109,6,2,0
2020-04-26,Newport News city,Virginia,51700.0,111,6,2,0
2020-04-27,Newport News city,Virginia,51700.0,112,7,1,1
2020-04-28,Newport News city,Virginia,51700.0,112,7,0,0
2020-04-29,Newport News city,Virginia,51700.0,114,7,2,0
2020-04-30,Newport News city,Virginia,51700.0,118,7,4,0
2020-05-01,Newport News city,Virginia,51700.0,120,9,2,2
2020-05-02,Newport News city,Virginia,51700.0,123,9,3,0
2020-05-03,Newport News city,Virginia,51700.0,125,9,2,0
2020-05-04,Newport News city,Virginia,51700.0,132,9,7,0
2020-05-05,Newport News city,Virginia,51700.0,133,9,1,0
2020-05-06,Newport News city,Virginia,51700.0,133,9,0,0
2020-05-07,Newport News city,Virginia,51700.0,137,10,4,1
2020-05-08,Newport News city,Virginia,51700.0,144,10,7,0
2020-05-09,Newport News city,Virginia,51700.0,152,10,8,0
2020-05-10,Newport News city,Virginia,51700.0,159,10,7,0
2020-05-11,Newport News city,Virginia,51700.0,164,10,5,0
2020-05-12,Newport News city,Virginia,51700.0,166,10,2,0
2020-05-13,Newport News city,Virginia,51700.0,171,10,5,0
2020-05-14,Newport News city,Virginia,51700.0,179,10,8,0
2020-05-15,Newport News city,Virginia,51700.0,184,10,5,0
2020-05-16,Newport News city,Virginia,51700.0,187,10,3,0
2020-05-17,Newport News city,Virginia,51700.0,193,10,6,0
2020-05-18,Newport News city,Virginia,51700.0,206,10,13,0
2020-05-19,Newport News city,Virginia,51700.0,209,10,3,0
2020-05-20,Newport News city,Virginia,51700.0,211,10,2,0
2020-05-21,Newport News city,Virginia,51700.0,215,10,4,0
2020-05-22,Newport News city,Virginia,51700.0,224,10,9,0
2020-05-23,Newport News city,Virginia,51700.0,234,10,10,0
2020-05-24,Newport News city,Virginia,51700.0,237,10,3,0
2020-05-25,Newport News city,Virginia,51700.0,245,10,8,0
2020-05-26,Newport News city,Virginia,51700.0,250,10,5,0
2020-05-27,Newport News city,Virginia,51700.0,254,10,4,0
2020-05-28,Newport News city,Virginia,51700.0,257,10,3,0
2020-05-29,Newport News city,Virginia,51700.0,257,10,0,0
2020-05-30,Newport News city,Virginia,51700.0,258,10,1,0
2020-05-31,Newport News city,Virginia,51700.0,273,10,15,0
2020-06-01,Newport News city,Virginia,51700.0,282,10,9,0
2020-06-02,Newport News city,Virginia,51700.0,291,10,9,0
2020-06-03,Newport News city,Virginia,51700.0,292,10,1,0
2020-06-04,Newport News city,Virginia,51700.0,299,10,7,0
2020-06-05,Newport News city,Virginia,51700.0,309,10,10,0
2020-06-06,Newport News city,Virginia,51700.0,314,10,5,0
2020-06-07,Newport News city,Virginia,51700.0,320,10,6,0
2020-06-08,Newport News city,Virginia,51700.0,322,10,2,0
2020-06-09,Newport News city,Virginia,51700.0,323,10,1,0
2020-06-10,Newport News city,Virginia,51700.0,328,10,5,0
2020-06-11,Newport News city,Virginia,51700.0,337,10,9,0
2020-06-12,Newport News city,Virginia,51700.0,351,10,14,0
2020-06-13,Newport News city,Virginia,51700.0,357,10,6,0
2020-06-14,Newport News city,Virginia,51700.0,371,10,14,0
2020-06-15,Newport News city,Virginia,51700.0,381,10,10,0
2020-06-16,Newport News city,Virginia,51700.0,390,10,9,0
2020-06-17,Newport News city,Virginia,51700.0,399,10,9,0
2020-06-18,Newport News city,Virginia,51700.0,402,10,3,0
2020-06-19,Newport News city,Virginia,51700.0,410,10,8,0
2020-06-20,Newport News city,Virginia,51700.0,430,10,20,0
2020-06-21,Newport News city,Virginia,51700.0,438,10,8,0
2020-06-22,Newport News city,Virginia,51700.0,447,10,9,0
2020-06-23,Newport News city,Virginia,51700.0,452,10,5,0
2020-06-24,Newport News city,Virginia,51700.0,463,10,11,0
2020-06-25,Newport News city,Virginia,51700.0,466,10,3,0
2020-06-26,Newport News city,Virginia,51700.0,474,10,8,0
2020-06-27,Newport News city,Virginia,51700.0,490,10,16,0
2020-06-28,Newport News city,Virginia,51700.0,500,10,10,0
2020-06-29,Newport News city,Virginia,51700.0,513,10,13,0
2020-06-30,Newport News city,Virginia,51700.0,523,10,10,0
2020-07-01,Newport News city,Virginia,51700.0,535,10,12,0
2020-07-02,Newport News city,Virginia,51700.0,541,10,6,0
2020-07-03,Newport News city,Virginia,51700.0,549,10,8,0
2020-07-04,Newport News city,Virginia,51700.0,568,10,19,0
2020-07-05,Newport News city,Virginia,51700.0,584,10,16,0
2020-07-06,Newport News city,Virginia,51700.0,592,10,8,0
2020-07-07,Newport News city,Virginia,51700.0,613,10,21,0
2020-07-08,Newport News city,Virginia,51700.0,634,10,21,0
2020-07-09,Newport News city,Virginia,51700.0,659,10,25,0
2020-03-20,Norfolk city,Virginia,51710.0,1,0,1,0
2020-03-21,Norfolk city,Virginia,51710.0,3,0,2,0
2020-03-22,Norfolk city,Virginia,51710.0,3,0,0,0
2020-03-23,Norfolk city,Virginia,51710.0,4,0,1,0
2020-03-24,Norfolk city,Virginia,51710.0,5,0,1,0
2020-03-25,Norfolk city,Virginia,51710.0,5,0,0,0
2020-03-26,Norfolk city,Virginia,51710.0,6,0,1,0
2020-03-27,Norfolk city,Virginia,51710.0,8,0,2,0
2020-03-28,Norfolk city,Virginia,51710.0,10,0,2,0
2020-03-29,Norfolk city,Virginia,51710.0,14,0,4,0
2020-03-30,Norfolk city,Virginia,51710.0,17,0,3,0
2020-03-31,Norfolk city,Virginia,51710.0,27,0,10,0
2020-04-01,Norfolk city,Virginia,51710.0,33,0,6,0
2020-04-02,Norfolk city,Virginia,51710.0,37,0,4,0
2020-04-03,Norfolk city,Virginia,51710.0,43,1,6,1
2020-04-04,Norfolk city,Virginia,51710.0,55,1,12,0
2020-04-05,Norfolk city,Virginia,51710.0,59,1,4,0
2020-04-06,Norfolk city,Virginia,51710.0,60,1,1,0
2020-04-07,Norfolk city,Virginia,51710.0,72,1,12,0
2020-04-08,Norfolk city,Virginia,51710.0,77,1,5,0
2020-04-09,Norfolk city,Virginia,51710.0,84,1,7,0
2020-04-10,Norfolk city,Virginia,51710.0,88,1,4,0
2020-04-11,Norfolk city,Virginia,51710.0,90,1,2,0
2020-04-12,Norfolk city,Virginia,51710.0,90,1,0,0
2020-04-13,Norfolk city,Virginia,51710.0,99,1,9,0
2020-04-14,Norfolk city,Virginia,51710.0,97,1,-2,0
2020-04-15,Norfolk city,Virginia,51710.0,99,1,2,0
2020-04-16,Norfolk city,Virginia,51710.0,105,1,6,0
2020-04-17,Norfolk city,Virginia,51710.0,108,1,3,0
2020-04-18,Norfolk city,Virginia,51710.0,109,1,1,0
2020-04-19,Norfolk city,Virginia,51710.0,111,2,2,1
2020-04-20,Norfolk city,Virginia,51710.0,113,2,2,0
2020-04-21,Norfolk city,Virginia,51710.0,118,3,5,1
2020-04-22,Norfolk city,Virginia,51710.0,126,3,8,0
2020-04-23,Norfolk city,Virginia,51710.0,136,3,10,0
2020-04-24,Norfolk city,Virginia,51710.0,141,3,5,0
2020-04-25,Norfolk city,Virginia,51710.0,169,3,28,0
2020-04-26,Norfolk city,Virginia,51710.0,179,3,10,0
2020-04-27,Norfolk city,Virginia,51710.0,184,3,5,0
2020-04-28,Norfolk city,Virginia,51710.0,188,3,4,0
2020-04-29,Norfolk city,Virginia,51710.0,192,3,4,0
2020-04-30,Norfolk city,Virginia,51710.0,198,3,6,0
2020-05-01,Norfolk city,Virginia,51710.0,204,3,6,0
2020-05-02,Norfolk city,Virginia,51710.0,211,3,7,0
2020-05-03,Norfolk city,Virginia,51710.0,221,4,10,1
2020-05-04,Norfolk city,Virginia,51710.0,239,4,18,0
2020-05-05,Norfolk city,Virginia,51710.0,251,4,12,0
2020-05-06,Norfolk city,Virginia,51710.0,251,4,0,0
2020-05-07,Norfolk city,Virginia,51710.0,270,5,19,1
2020-05-08,Norfolk city,Virginia,51710.0,274,5,4,0
2020-05-09,Norfolk city,Virginia,51710.0,290,5,16,0
2020-05-10,Norfolk city,Virginia,51710.0,304,5,14,0
2020-05-11,Norfolk city,Virginia,51710.0,308,5,4,0
2020-05-12,Norfolk city,Virginia,51710.0,319,5,11,0
2020-05-13,Norfolk city,Virginia,51710.0,327,5,8,0
2020-05-14,Norfolk city,Virginia,51710.0,338,5,11,0
2020-05-15,Norfolk city,Virginia,51710.0,349,5,11,0
2020-05-16,Norfolk city,Virginia,51710.0,350,5,1,0
2020-05-17,Norfolk city,Virginia,51710.0,350,5,0,0
2020-05-18,Norfolk city,Virginia,51710.0,361,5,11,0
2020-05-19,Norfolk city,Virginia,51710.0,370,6,9,1
2020-05-20,Norfolk city,Virginia,51710.0,370,6,0,0
2020-05-21,Norfolk city,Virginia,51710.0,377,6,7,0
2020-05-22,Norfolk city,Virginia,51710.0,388,6,11,0
2020-05-23,Norfolk city,Virginia,51710.0,393,6,5,0
2020-05-24,Norfolk city,Virginia,51710.0,399,6,6,0
2020-05-25,Norfolk city,Virginia,51710.0,432,6,33,0
2020-05-26,Norfolk city,Virginia,51710.0,450,6,18,0
2020-05-27,Norfolk city,Virginia,51710.0,451,6,1,0
2020-05-28,Norfolk city,Virginia,51710.0,452,6,1,0
2020-05-29,Norfolk city,Virginia,51710.0,470,6,18,0
2020-05-30,Norfolk city,Virginia,51710.0,490,6,20,0
2020-05-31,Norfolk city,Virginia,51710.0,503,6,13,0
2020-06-01,Norfolk city,Virginia,51710.0,521,6,18,0
2020-06-02,Norfolk city,Virginia,51710.0,530,6,9,0
2020-06-03,Norfolk city,Virginia,51710.0,539,6,9,0
2020-06-04,Norfolk city,Virginia,51710.0,552,6,13,0
2020-06-05,Norfolk city,Virginia,51710.0,560,6,8,0
2020-06-06,Norfolk city,Virginia,51710.0,562,7,2,1
2020-06-07,Norfolk city,Virginia,51710.0,583,7,21,0
2020-06-08,Norfolk city,Virginia,51710.0,589,7,6,0
2020-06-09,Norfolk city,Virginia,51710.0,596,7,7,0
2020-06-10,Norfolk city,Virginia,51710.0,605,7,9,0
2020-06-11,Norfolk city,Virginia,51710.0,619,7,14,0
2020-06-12,Norfolk city,Virginia,51710.0,630,7,11,0
2020-06-13,Norfolk city,Virginia,51710.0,643,7,13,0
2020-06-14,Norfolk city,Virginia,51710.0,660,7,17,0
2020-06-15,Norfolk city,Virginia,51710.0,668,7,8,0
2020-06-16,Norfolk city,Virginia,51710.0,681,7,13,0
2020-06-17,Norfolk city,Virginia,51710.0,698,7,17,0
2020-06-18,Norfolk city,Virginia,51710.0,704,7,6,0
2020-06-19,Norfolk city,Virginia,51710.0,707,7,3,0
2020-06-20,Norfolk city,Virginia,51710.0,723,7,16,0
2020-06-21,Norfolk city,Virginia,51710.0,737,7,14,0
2020-06-22,Norfolk city,Virginia,51710.0,746,7,9,0
2020-06-23,Norfolk city,Virginia,51710.0,747,7,1,0
2020-06-24,Norfolk city,Virginia,51710.0,771,7,24,0
2020-06-25,Norfolk city,Virginia,51710.0,795,8,24,1
2020-06-26,Norfolk city,Virginia,51710.0,822,8,27,0
2020-06-27,Norfolk city,Virginia,51710.0,842,9,20,1
2020-06-28,Norfolk city,Virginia,51710.0,855,9,13,0
2020-06-29,Norfolk city,Virginia,51710.0,889,9,34,0
2020-06-30,Norfolk city,Virginia,51710.0,915,9,26,0
2020-07-01,Norfolk city,Virginia,51710.0,934,10,19,1
2020-07-02,Norfolk city,Virginia,51710.0,987,11,53,1
2020-07-03,Norfolk city,Virginia,51710.0,1000,11,13,0
2020-07-04,Norfolk city,Virginia,51710.0,1067,12,67,1
2020-07-05,Norfolk city,Virginia,51710.0,1072,12,5,0
2020-07-06,Norfolk city,Virginia,51710.0,1105,12,33,0
2020-07-07,Norfolk city,Virginia,51710.0,1162,12,57,0
2020-07-08,Norfolk city,Virginia,51710.0,1194,14,32,2
2020-07-09,Norfolk city,Virginia,51710.0,1289,14,95,0
2020-04-21,Norton city,Virginia,51720.0,2,0,2,0
2020-04-22,Norton city,Virginia,51720.0,2,0,0,0
2020-04-23,Norton city,Virginia,51720.0,2,0,0,0
2020-04-24,Norton city,Virginia,51720.0,2,0,0,0
2020-04-25,Norton city,Virginia,51720.0,2,0,0,0
2020-04-26,Norton city,Virginia,51720.0,2,0,0,0
2020-04-27,Norton city,Virginia,51720.0,2,0,0,0
2020-04-28,Norton city,Virginia,51720.0,2,0,0,0
2020-04-29,Norton city,Virginia,51720.0,2,0,0,0
2020-04-30,Norton city,Virginia,51720.0,2,0,0,0
2020-05-01,Norton city,Virginia,51720.0,2,0,0,0
2020-05-02,Norton city,Virginia,51720.0,2,0,0,0
2020-05-03,Norton city,Virginia,51720.0,2,0,0,0
2020-05-04,Norton city,Virginia,51720.0,2,0,0,0
2020-05-05,Norton city,Virginia,51720.0,2,0,0,0
2020-05-06,Norton city,Virginia,51720.0,2,0,0,0
2020-05-07,Norton city,Virginia,51720.0,2,0,0,0
2020-05-08,Norton city,Virginia,51720.0,2,0,0,0
2020-05-09,Norton city,Virginia,51720.0,2,0,0,0
2020-05-10,Norton city,Virginia,51720.0,2,0,0,0
2020-05-11,Norton city,Virginia,51720.0,2,0,0,0
2020-05-12,Norton city,Virginia,51720.0,2,0,0,0
2020-05-13,Norton city,Virginia,51720.0,2,0,0,0
2020-05-14,Norton city,Virginia,51720.0,2,0,0,0
2020-05-15,Norton city,Virginia,51720.0,2,0,0,0
2020-05-16,Norton city,Virginia,51720.0,2,0,0,0
2020-05-17,Norton city,Virginia,51720.0,2,0,0,0
2020-05-18,Norton city,Virginia,51720.0,2,0,0,0
2020-05-19,Norton city,Virginia,51720.0,2,0,0,0
2020-05-20,Norton city,Virginia,51720.0,2,0,0,0
2020-05-21,Norton city,Virginia,51720.0,2,0,0,0
2020-05-22,Norton city,Virginia,51720.0,2,0,0,0
2020-05-23,Norton city,Virginia,51720.0,2,0,0,0
2020-05-24,Norton city,Virginia,51720.0,2,0,0,0
2020-05-25,Norton city,Virginia,51720.0,2,0,0,0
2020-05-26,Norton city,Virginia,51720.0,2,0,0,0
2020-05-27,Norton city,Virginia,51720.0,2,0,0,0
2020-05-28,Norton city,Virginia,51720.0,2,0,0,0
2020-05-29,Norton city,Virginia,51720.0,2,0,0,0
2020-05-30,Norton city,Virginia,51720.0,2,0,0,0
2020-05-31,Norton city,Virginia,51720.0,2,0,0,0
2020-06-01,Norton city,Virginia,51720.0,2,0,0,0
2020-06-02,Norton city,Virginia,51720.0,2,0,0,0
2020-06-03,Norton city,Virginia,51720.0,2,0,0,0
2020-06-04,Norton city,Virginia,51720.0,2,0,0,0
2020-06-05,Norton city,Virginia,51720.0,2,0,0,0
2020-06-06,Norton city,Virginia,51720.0,2,0,0,0
2020-06-07,Norton city,Virginia,51720.0,2,0,0,0
2020-06-08,Norton city,Virginia,51720.0,2,0,0,0
2020-06-09,Norton city,Virginia,51720.0,2,0,0,0
2020-06-10,Norton city,Virginia,51720.0,2,0,0,0
2020-06-11,Norton city,Virginia,51720.0,2,0,0,0
2020-06-12,Norton city,Virginia,51720.0,2,0,0,0
2020-06-13,Norton city,Virginia,51720.0,2,0,0,0
2020-06-14,Norton city,Virginia,51720.0,2,0,0,0
2020-06-15,Norton city,Virginia,51720.0,2,0,0,0
2020-06-16,Norton city,Virginia,51720.0,2,0,0,0
2020-06-17,Norton city,Virginia,51720.0,2,0,0,0
2020-06-18,Norton city,Virginia,51720.0,2,0,0,0
2020-06-19,Norton city,Virginia,51720.0,2,0,0,0
2020-06-20,Norton city,Virginia,51720.0,2,0,0,0
2020-06-21,Norton city,Virginia,51720.0,2,0,0,0
2020-06-22,Norton city,Virginia,51720.0,4,0,2,0
2020-06-23,Norton city,Virginia,51720.0,4,0,0,0
2020-06-24,Norton city,Virginia,51720.0,4,0,0,0
2020-06-25,Norton city,Virginia,51720.0,4,0,0,0
2020-06-26,Norton city,Virginia,51720.0,4,0,0,0
2020-06-27,Norton city,Virginia,51720.0,4,0,0,0
2020-06-28,Norton city,Virginia,51720.0,4,0,0,0
2020-06-29,Norton city,Virginia,51720.0,4,0,0,0
2020-06-30,Norton city,Virginia,51720.0,4,0,0,0
2020-07-01,Norton city,Virginia,51720.0,4,0,0,0
2020-07-02,Norton city,Virginia,51720.0,4,0,0,0
2020-07-03,Norton city,Virginia,51720.0,4,0,0,0
2020-07-04,Norton city,Virginia,51720.0,4,0,0,0
2020-07-05,Norton city,Virginia,51720.0,4,0,0,0
2020-07-06,Norton city,Virginia,51720.0,4,0,0,0
2020-07-07,Norton city,Virginia,51720.0,4,0,0,0
2020-07-08,Norton city,Virginia,51720.0,4,0,0,0
2020-07-09,Norton city,Virginia,51720.0,4,0,0,0
2020-03-30,Petersburg city,Virginia,51730.0,2,0,2,0
2020-03-31,Petersburg city,Virginia,51730.0,2,0,0,0
2020-04-01,Petersburg city,Virginia,51730.0,4,0,2,0
2020-04-02,Petersburg city,Virginia,51730.0,4,0,0,0
2020-04-03,Petersburg city,Virginia,51730.0,8,0,4,0
2020-04-04,Petersburg city,Virginia,51730.0,10,0,2,0
2020-04-05,Petersburg city,Virginia,51730.0,10,0,0,0
2020-04-06,Petersburg city,Virginia,51730.0,10,0,0,0
2020-04-07,Petersburg city,Virginia,51730.0,10,0,0,0
2020-04-08,Petersburg city,Virginia,51730.0,9,0,-1,0
2020-04-09,Petersburg city,Virginia,51730.0,12,0,3,0
2020-04-10,Petersburg city,Virginia,51730.0,13,0,1,0
2020-04-11,Petersburg city,Virginia,51730.0,17,0,4,0
2020-04-12,Petersburg city,Virginia,51730.0,17,0,0,0
2020-04-13,Petersburg city,Virginia,51730.0,19,0,2,0
2020-04-14,Petersburg city,Virginia,51730.0,19,0,0,0
2020-04-15,Petersburg city,Virginia,51730.0,19,0,0,0
2020-04-16,Petersburg city,Virginia,51730.0,19,0,0,0
2020-04-17,Petersburg city,Virginia,51730.0,21,0,2,0
2020-04-18,Petersburg city,Virginia,51730.0,21,0,0,0
2020-04-19,Petersburg city,Virginia,51730.0,21,0,0,0
2020-04-20,Petersburg city,Virginia,51730.0,21,0,0,0
2020-04-21,Petersburg city,Virginia,51730.0,24,2,3,2
2020-04-22,Petersburg city,Virginia,51730.0,24,2,0,0
2020-04-23,Petersburg city,Virginia,51730.0,27,2,3,0
2020-04-24,Petersburg city,Virginia,51730.0,27,2,0,0
2020-04-25,Petersburg city,Virginia,51730.0,27,2,0,0
2020-04-26,Petersburg city,Virginia,51730.0,27,2,0,0
2020-04-27,Petersburg city,Virginia,51730.0,30,2,3,0
2020-04-28,Petersburg city,Virginia,51730.0,30,2,0,0
2020-04-29,Petersburg city,Virginia,51730.0,31,2,1,0
2020-04-30,Petersburg city,Virginia,51730.0,31,2,0,0
2020-05-01,Petersburg city,Virginia,51730.0,33,2,2,0
2020-05-02,Petersburg city,Virginia,51730.0,35,2,2,0
2020-05-03,Petersburg city,Virginia,51730.0,35,2,0,0
2020-05-04,Petersburg city,Virginia,51730.0,39,2,4,0
2020-05-05,Petersburg city,Virginia,51730.0,40,2,1,0
2020-05-06,Petersburg city,Virginia,51730.0,40,2,0,0
2020-05-07,Petersburg city,Virginia,51730.0,41,2,1,0
2020-05-08,Petersburg city,Virginia,51730.0,41,2,0,0
2020-05-09,Petersburg city,Virginia,51730.0,41,2,0,0
2020-05-10,Petersburg city,Virginia,51730.0,45,2,4,0
2020-05-11,Petersburg city,Virginia,51730.0,48,2,3,0
2020-05-12,Petersburg city,Virginia,51730.0,53,2,5,0
2020-05-13,Petersburg city,Virginia,51730.0,53,2,0,0
2020-05-14,Petersburg city,Virginia,51730.0,57,2,4,0
2020-05-15,Petersburg city,Virginia,51730.0,58,2,1,0
2020-05-16,Petersburg city,Virginia,51730.0,58,2,0,0
2020-05-17,Petersburg city,Virginia,51730.0,58,2,0,0
2020-05-18,Petersburg city,Virginia,51730.0,60,2,2,0
2020-05-19,Petersburg city,Virginia,51730.0,75,2,15,0
2020-05-20,Petersburg city,Virginia,51730.0,80,2,5,0
2020-05-21,Petersburg city,Virginia,51730.0,84,2,4,0
2020-05-22,Petersburg city,Virginia,51730.0,84,2,0,0
2020-05-23,Petersburg city,Virginia,51730.0,87,2,3,0
2020-05-24,Petersburg city,Virginia,51730.0,86,2,-1,0
2020-05-25,Petersburg city,Virginia,51730.0,88,2,2,0
2020-05-26,Petersburg city,Virginia,51730.0,96,2,8,0
2020-05-27,Petersburg city,Virginia,51730.0,101,3,5,1
2020-05-28,Petersburg city,Virginia,51730.0,112,3,11,0
2020-05-29,Petersburg city,Virginia,51730.0,118,3,6,0
2020-05-30,Petersburg city,Virginia,51730.0,127,3,9,0
2020-05-31,Petersburg city,Virginia,51730.0,134,3,7,0
2020-06-01,Petersburg city,Virginia,51730.0,138,3,4,0
2020-06-02,Petersburg city,Virginia,51730.0,141,3,3,0
2020-06-03,Petersburg city,Virginia,51730.0,143,3,2,0
2020-06-04,Petersburg city,Virginia,51730.0,152,3,9,0
2020-06-05,Petersburg city,Virginia,51730.0,159,3,7,0
2020-06-06,Petersburg city,Virginia,51730.0,163,3,4,0
2020-06-07,Petersburg city,Virginia,51730.0,165,3,2,0
2020-06-08,Petersburg city,Virginia,51730.0,167,3,2,0
2020-06-09,Petersburg city,Virginia,51730.0,170,3,3,0
2020-06-10,Petersburg city,Virginia,51730.0,174,3,4,0
2020-06-11,Petersburg city,Virginia,51730.0,176,3,2,0
2020-06-12,Petersburg city,Virginia,51730.0,178,3,2,0
2020-06-13,Petersburg city,Virginia,51730.0,180,3,2,0
2020-06-14,Petersburg city,Virginia,51730.0,185,3,5,0
2020-06-15,Petersburg city,Virginia,51730.0,191,3,6,0
2020-06-16,Petersburg city,Virginia,51730.0,192,3,1,0
2020-06-17,Petersburg city,Virginia,51730.0,194,3,2,0
2020-06-18,Petersburg city,Virginia,51730.0,196,3,2,0
2020-06-19,Petersburg city,Virginia,51730.0,197,3,1,0
2020-06-20,Petersburg city,Virginia,51730.0,198,3,1,0
2020-06-21,Petersburg city,Virginia,51730.0,198,3,0,0
2020-06-22,Petersburg city,Virginia,51730.0,199,3,1,0
2020-06-23,Petersburg city,Virginia,51730.0,201,3,2,0
2020-06-24,Petersburg city,Virginia,51730.0,211,3,10,0
2020-06-25,Petersburg city,Virginia,51730.0,212,3,1,0
2020-06-26,Petersburg city,Virginia,51730.0,219,3,7,0
2020-06-27,Petersburg city,Virginia,51730.0,221,3,2,0
2020-06-28,Petersburg city,Virginia,51730.0,221,3,0,0
2020-06-29,Petersburg city,Virginia,51730.0,226,3,5,0
2020-06-30,Petersburg city,Virginia,51730.0,234,3,8,0
2020-07-01,Petersburg city,Virginia,51730.0,239,4,5,1
2020-07-02,Petersburg city,Virginia,51730.0,249,4,10,0
2020-07-03,Petersburg city,Virginia,51730.0,256,5,7,1
2020-07-04,Petersburg city,Virginia,51730.0,271,5,15,0
2020-07-05,Petersburg city,Virginia,51730.0,275,5,4,0
2020-07-06,Petersburg city,Virginia,51730.0,290,5,15,0
2020-07-07,Petersburg city,Virginia,51730.0,311,5,21,0
2020-07-08,Petersburg city,Virginia,51730.0,313,7,2,2
2020-07-09,Petersburg city,Virginia,51730.0,314,8,1,1
2020-03-26,Poquoson city,Virginia,51735.0,1,0,1,0
2020-03-27,Poquoson city,Virginia,51735.0,1,0,0,0
2020-03-28,Poquoson city,Virginia,51735.0,2,0,1,0
2020-03-29,Poquoson city,Virginia,51735.0,2,0,0,0
2020-03-30,Poquoson city,Virginia,51735.0,2,0,0,0
2020-03-31,Poquoson city,Virginia,51735.0,2,0,0,0
2020-04-01,Poquoson city,Virginia,51735.0,3,0,1,0
2020-04-02,Poquoson city,Virginia,51735.0,3,0,0,0
2020-04-03,Poquoson city,Virginia,51735.0,3,0,0,0
2020-04-04,Poquoson city,Virginia,51735.0,3,0,0,0
2020-04-05,Poquoson city,Virginia,51735.0,3,0,0,0
2020-04-06,Poquoson city,Virginia,51735.0,3,0,0,0
2020-04-07,Poquoson city,Virginia,51735.0,4,0,1,0
2020-04-08,Poquoson city,Virginia,51735.0,4,0,0,0
2020-04-09,Poquoson city,Virginia,51735.0,5,0,1,0
2020-04-10,Poquoson city,Virginia,51735.0,6,0,1,0
2020-04-11,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-12,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-13,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-14,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-15,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-16,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-17,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-18,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-19,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-20,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-21,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-22,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-23,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-24,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-25,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-26,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-27,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-28,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-29,Poquoson city,Virginia,51735.0,6,0,0,0
2020-04-30,Poquoson city,Virginia,51735.0,6,0,0,0
2020-05-01,Poquoson city,Virginia,51735.0,6,0,0,0
2020-05-02,Poquoson city,Virginia,51735.0,6,0,0,0
2020-05-03,Poquoson city,Virginia,51735.0,6,0,0,0
2020-05-04,Poquoson city,Virginia,51735.0,6,0,0,0
2020-05-05,Poquoson city,Virginia,51735.0,7,0,1,0
2020-05-06,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-07,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-08,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-09,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-10,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-11,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-12,Poquoson city,Virginia,51735.0,7,0,0,0
